Unnamed: 0;fecha;HORA declarada;Ruta;Operador;flight_no;route;ac_type;registration;cn_ln;all_aboard;PASAJEROS A BORDO;crew_aboard;cantidad de fallecidos;passenger_fatalities;crew_fatalities;ground;summary;Lugar_Despegue
4180;1998-12-07;11:3;Baie-Comeau, Canada;Air Satellite;flight no Definida;Point-Lebel - Rimouski;Britten-Norman Trislander;C-FCVK;2028;10;8;2;7;6;1;0;The aircraft crashed into the St. Lawrence River in shallow water, 2km from the runway after taking off from Point-Lebel.;Point
4185;1998-12-26;1200;Vila Nova, Angola;Transafrik;806;Huambo - Saurimo;Lockheed Martin L-100-30 Hercules;S9-CAO;4561;14;10;4;14;10;4;0;The plane crashed in dense jungle, 25 km from the departure town of Huambo. Heavy fighting was reported between government forces and UNITA rebels at the time of the crash.;Huambo 
4188;1999-01-13;?;Geilenkirchen, Germany;Military - German Air National Guard;flight no Definida;Refueling;Boeing KC-135E;59-1452;17940/355;4;0;4;4;0;4;0;After completing an air refueling mission the plane pitched upward, stalled and crashed.;Refueling
4193;1999-02-03;1020;Hoskins, Papua New Guinea;Airlink;flight no Definida;Hoskins - Kandrian;Britten Norman BN-2A Trislander;P2-ALH;761;11;10;1;11;10;1;0;The aircraft crashed 15 minutes after taking off from Hoskins en route to Kandrian. The aircraft broke-up in midair after encountering severe weather and crashed into a oil palm plantation in flat terrain.;Hoskins 
4196;1999-02-25;1230;Genoa, Italy;Minerva Airlines;1553;Cagliar - Genoa;Dornier 328-110;D-CPRR;3054;31;27;4;4;3;1;0;The aircraft touched down briefly, overran the runway and crashed into the sea in strong winds.;Cagliar 
4203;1999-04-15;1605;Shanghi, China;Korean Air;6316;Shanghi, China - Seoul, Korea;McDonnell Douglas MD-11;HL-7373;48409/490;3;0;3;3;0;3;0;Shortly after taking off  and after getting into a disagreement with the first officer about the planes altitude, the captain pushed down on the control column and the plane entered a rapid descent. Both crew members tried to recover from the dive but were unable to gain control and the plane crashed into the ground and was destroyed.;Shanghi, China 
4204;1999-05-08;1921;Off Port Vila, Vanuatu;Vanair;flight no Definida;Espírita Santo - Port Vila;de Havilland Canada DHC-6 Twin Otter 300;YJ-RV9;694;12;11;1;7;6;1;0;Crashed into the ocean during a heavy rain. It is reported that the flight had appeared to be proceeding normally until impact with the water.;Espírita Santo 
4206;1999-05-29;1430;Ol Kiombo, Kenya;Malindi Air Services;flight no Definida;Ol Kiombo - Mara Sika AS;Let 410UVP-E;5Y-LET;912620;2;0;2;2;0;2;0;Failed to gain altitude while taking off and crashed. The plane was on a positioning flight to pick up passengers.;Ol Kiombo 
4208;1999-06-03;?;Near Khartoum, Sudan;Military - Sudan Air Force;flight no Definida;Kassala - Khartoum;Antonov 32;Placa de Avion no Definida;cn_ln no Definida;50;44;6;50;44;6;0;?;Kassala 
4211;1999-06-17;0852;Goroka, Papua New Guinea;Airlink;flight no Definida;Nadzab - Goroka;Embraer 110P2 Bandeirante;P2-ALX;110210;17;15;2;17;15;2;0;The aircraft was 19 miles or six minutes out of Goroka when it crashed into a hillside. At the time of the crash, the pilot was in routine communication with Goroka and gave no indications of any problems.;Nadzab 
4217;1999-07-09;0430;Toluca , Mexico;Aero Jet Express;flight no Definida;Los Mochis - Toluca;Hawker Siddeley HS-125;XA-TAL;25064;4;2;2;4;2;2;0;While on approach, the cargo plane hit a wall, 400 meters short of the runway.;Los Mochis 
4218;1999-07-16;21:41;Off Martha's Vineyard, Massachusetts;Private;flight no Definida;Fairfield, N.J. - Martha's Vineyard, MA;Piper PA-32-R301 Saratoga II HP;N9253N;3213100;3;2;1;3;2;1;0;The aircraft, piloted by John F. Kennedy Jr., 38, crashed into the sea approximately 34 miles west of Martha's Vineyard while en route from Fairfield, New Jersey to Martha's Vineyard, Massachusetts. Killed along with Kennedy were his wife Carolyn and her sister Lauren Bessette. Kennedy's failure to maintain control of the airplane during a descent over water at night, which was a result of spatial disorientation. Contributing factors in the accident were haze, and the dark night.;Fairfield, N.J. 
4219;1999-07-23;1125;Tokyo, Japan;All Nippon Airways;61;Tokyo, Japan - Chitose, Japan;Boeing B-747;JA8966;27442/1066;517;503;14;1;0;1;0;Two minutes after taking off from Haneda Airport, a man carrying a knife forced a flight attendant to take him in the cockpit of the plane.  A fan of computer flight-simulation games, he stated he just wanted to fly a real plane.  After forcing the co-pilot out of the cockpit he ordered the captain to fly to a U.S. Air Force base in western Tokyo. When he refused, he stabbed the captain and seized the controls. After a sudden drop in altitude, the co-pilot and an off duty crew member entered the cockpit and overpowered the hijacker.  A one point the plane plunged to within 984 feet of the ground. The plane ultimately  landed safely but the captain died of his injuries.;Tokyo, Japan 
4221;1999-07-24;0535;Nasevou Village, Fiji;Air Fiji;121;Nausori - Nadi;Embraer 110P1 Bandeirante;DQ-AFN;110416;17;15;2;17;15;2;0;The plane crashed into a mountainside at an altitude of about 1,800 feet about 15 minutes after taking off from Nausori Airport bound for Nadi International Airport. The plane was observed by witnesses flying low prior to the crash. The wreckage indicated the aircraft descended until the right wing hit a line of trees at the 1,300 ft. elevation. It was determined the captain had insufficient sleep prior to the flight and had consumed an  excessive amount  antihistamine both of which may have influenced his performance. Published operational standards by Air Fiji, inadequate for the particular type of aircraft.;Nausori 
4222;1999-08-07;1200;Santo Antao, Cape Verde Islands;TACV-Cabo Verde Airlines;5002;Sao Vicente - Santo Antao;Dornier 228-201;D4-CBC;8091;18;16;2;18;16;2;0;The aircraft, which was chartered from the Cape Verde Coast Guard, crashed into a cliff near Ponta do Sol airfield in the Cape Verde Islands in fog and rain. The plane was returning to the island of Sao Vicente where it originally departed  due to poor weather conditions over the destination city. The pilot possibly lost visibility due to the fog and rain and crashed into a cliff in Santo Antao.;Sao Vicente 
4227;1999-09-05;1030;Near Kathmandu, Nepal;Necon Air;128;Pokhara - Kathmandu;Hawker Siddeley HS-748-501 Super 2B;9N-AEG;1806;15;10;5;15;10;5;0;While on approach to Tribhuvan International Airport, the aircraft struck a telecommunication tower with its left wing and crashed onto slopes of a wooded area, 6 miles southwest of the airport.;Pokhara 
4228;1999-09-14;2347;Girona, Spain;Britannia Airways;226A;Cardiff, Wales, UK - Girona, Spain;Boeing 757-204;G-BYAG;26965/517;245;236;9;1;1;0;0;The aircraft touched down hard, bounced, and made a second heavier touchdown causing substantial damage to the nosewheel and its supports. The Boeing 757 left the runway at high speed, approximately 1,000m from the second touchdown point. It then ran 343m across flat grassland beside the runway, before going diagonally over a substantial earth mound adjacent to the airport boundary, becoming semi airborne as a result. Beyond the mound it hit a number of medium sized trees and the right engine struck the boundary fence. The aircraft then passed through the fence, re-landed in a field and both main landing gears collapsed. It finally stopped after a slide across the field. One passenger, who had been admitted to hospital with apparently minor injuries and discharged the following day, died five days later from unsuspected internal injuries.;Cardiff, Wales, UK 
4233;1999-10-24;?;San Carlos, Venezuela;Military - Venezuelan Army;flight no Definida;La Carlota - Acarigua;Arava 201;EV-8012;062;6;3;3;6;3;3;0;Crashed during a rainstorm.;La Carlota 
4238;1999-12-05;0512;Moscow, Russia;Tashkent Aircraft Production Corporation;flight no Definida;Moscow, Russia - Tashkent, Uzbekistan;Ilyushin 114T;UK-91004;1083800305;7;0;7;5;0;5;0;The cargo plane was taxiing for takeoff when a gust of wind caused the rudder to become fully deflected to the left. The captain continued the takeoff despite suggestions from the crew to return to the gate. Shortly after lifting off the runway the plane yawed to the left and collided with the airport perimeter wall, bursting into flames.;Moscow, Russia 
4240;1999-12-10;0250;Kuwait City, Kuwait;Military - U.S. Air Force;flight no Definida;Kuwait  IA - Kuwait-Ahmed Al-jaber AB;Lockheed C-130H;63-7854;3924;94;86;8;3;3;0;0;Crashed  2,900 ft. short of the runway causing extensive damage. The pilot was unable to get the aircraft airborne following the impact. Weather was below minima. Crew failed to monitor their instruments, became spatially disoriented and failed to arrest a high rate of descent. Pilot was inexperienced.;Kuwait  IA 
4241;1999-12-11;0920;Sao Jorge, Azores (Portugal);SATA;530;Ponta Delgada - Horta;British Aerospace APT;CS-TGM;2030;35;31;4;35;31;4;0;The plane crashed 30 minutes after leaving Ponta Delgada, Sao Miguel Island bound for Horta, Faial Island in the Azores. The plane lost contact with the Horta control tower 10 minutes before it was scheduled to land.  Witnesses said the plane was flying very low before they saw the plane crash into Mount Esperanca on the island of Sao Jorge.;Ponta Delgada 
4246;1999-12-25;1502;Near Simara, Nepal;Skyline Airways;flight no Definida;Simara - Kathmandu;de Havilland Canada DHC-6 Twin Otter;9N-AFL;796;10;7;3;10;7;3;0;The aircraft crashed 5 minutes after taking off from Simara.  The aircraft was observed not following the usual route into the mountains.;Simara 
4247;1999-12-29;?;Near Zonguldak, Turkey;Ecuato Guineana de Aviacion;flight no Definida;Kiev, Russia - Tehran, Iran;Antonov 28;3C-JJI;cn_ln no Definida;6;4;2;6;4;2;0;While on a positioning flight the aircraft crashed into the Black Sea after stating they were diverting to Ankara Turkey.;Kiev, Russia 
4249;2000-01-10;1754;Niederhasli, Switzerland;Crossair;498;Zürich - Dresden;Saab 340B;HB-AKK;213;10;7;3;10;7;3;0;"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning left and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive. The commander was not systematically acquainted by Crossair with the specific features of western systems and cockpit procedures. Specifically both pilots  had trained in the Soviet Union, where the attitude indicator works differently. Theirs show an icon of the airplane changing position in front of a fixed horizon, mimicking what an observer outside the plane would see if there was daylight; but western type indicators show a fixed airplane icon and an artificial horizon changing position, mimicking what the pilot would see.  Consequently the diagonal line on the display is angled the same way for a right turn on one type as for a left turn on the other type.";Zürich 
4250;2000-01-13;1238;Off Marsa el-Brega, Libya;Avisto;flight no Definida;Tripoli IAP - Marsa el-Brega;Shorts 360-300;HB-AAM;SH-3763;41;38;3;22;21;1;0;The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines.;Tripoli IAP 
4255;2000-02-16;1950;Sacramento, California;Emery Worldwide;17;Sacramento, CA - Dayton, OH;McDonnell Douglas DC-8-71F;N8079U;45947/341;3;0;3;3;0;3;0;The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.;Sacramento, CA 
4259;2000-03-17;1231;Ennadai Lake, Canada;Points North Air Services;flight no Definida;Points North Landing, SK - Ennadai Lake;Douglas C-47A-5-DK;C-FNTF;12344;2;0;2;2;0;2;0;After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.;Points North Landing, SK 
4260;2000-03-22;1745;Herreira, Spain;Military - Ejército del Aire;flight no Definida;Sevilla - Herreira;CASA 212-DE Aviocar 200;TM-12D-73;314;7;0;7;7;0;7;0;Crashed while attempting to land in poor weather.;Sevilla 
4263;2000-03-30;?;Near Anuradhapura, Sri Lanka;Military - Sri Lankan Air Force;flight no Definida;Jaffna/Palaly AFB - Anuradhapura AFB;Antonov An-26;UR-79170;13410;40;36;4;40;36;4;0;The crew reported engine trouble 10 minutes before it crashed while en route. Members of the Liberation Tigers confessed to firing missiles at the plane.;Jaffna/Palaly AFB 
4264;2000-04-05;0930;Marianna, Florida;Bankair;flight no Definida;Opa-Locka - Marianna;Learjet 35A;N86BE;35-194;3;0;3;3;0;3;0;While on finals the training flight pitched up, the right wing dropped, and the airplane struck trees, struck wires, caught fire on a road. The pilot's failure to maintain control of the airplane while on final approach resulting in the airplane striking trees. Factors in this accident were: improper planning of the approach, and not obtaining the proper alignment with the runway.;Opa
4266;2000-04-19;?;Pepa ,Congo;Military - Centrafricain Airlines;flight no Definida;Pepa, Congo - Kigali, Rwanda;Antonov AN-8;TL-ACM;9340706;24;20;4;24;20;4;0;The military flight crashed after losing its engines after striking birds,unable to return to land.;Pepa, Congo 
4270;2000-05-10;2030;Kaunakakai, Hawaii;Price Aircraft Company;flight no Definida;Kahului - Hoolehua;Rockwell Sabreliner 65;N241H;465-5;6;4;2;6;4;2;0;While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.;Kahului 
4271;2000-05-17;0947;Moanda, Gabon;Avirex;flight no Definida;Libreville - Moanda;Beechcraft 1900C-1;TR-LFK;UC-133;10;8;2;3;2;1;0;The charter flight crashed while on approach in fog and mist.;Libreville 
4275;2000-06-05;1135;Accra, Ghana;Ghana Airlink;200;Tamale - Accra;Fokker F-27 Friendship 600;G-524;10535;52;48;4;7;7;0;0;The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.;Tamale 
4276;2000-06-22;0116;Shitai, China;Wuhan Airlines;343;Enshi - Wuhan;Xian Yunshuji Y-7-100C;B-3479;06708;44;40;4;44;40;4;7;The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.;Enshi 
4277;2000-06-23;1141;Boca Raton, Florida;Universal Jet Aviation;flight no Definida;Boca Raton - Fort Pierce;Learjet 55;N220JC;55-050;3;1;2;3;1;2;0;Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.;Boca Raton 
4279;2000-07-02;1050;Off Cagayancillo, Philippines;Military - Philippine Air Force;flight no Definida;Cagayancillo - Puerto Princesa;GAF Nomad N-22C;N286;86;15;11;4;14;10;4;0;Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.;Cagayancillo 
4280;2000-07-08;1950;Near Villahermosa, Mexico;Aerocaribe;7831;Tuxtla Gutierrez - Villahermosa;British Aerospace  BAe Jetstream 32EP;N912FJ;912;19;17;2;19;17;2;0;The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.;Tuxtla Gutierrez 
4282;2000-07-13;0034;Raleigh, North Carolina;Win Win Aviation;flight no Definida;Hinckley, IL - Louisburg, NC;de Havilland Canada DHC-6 Twin Otter 200;N201RH;163;3;2;1;1;0;1;0;The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.;Hinckley, IL 
4285;2000-07-20;1312;Nassau, Bahamas;Allied Air Freight;flight no Definida;Nassau - Freeport;Douglas C-47A-10-DK;N54AA;12475;2;0;2;2;0;2;0;The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.;Nassau 
4286;2000-07-21;1020;Maui, Hawaii;Blue Hawaiian Helicopters;flight no Definida;Sight seeing;Aerospatiale AS355-F1;N510TG;5168;7;6;1;7;6;1;0;The helicopter, on a sightseeing tour, crashed into mountains on the western slopes of Maui at an elevation of 2,850 feet inclement weather.;Sight seeing
4289;2000-07-27;1031;Jodhura, Nepal;Royal Nepal Airlines;flight no Definida;Bajhang - Dhangadhi;de Havilland Canada DHC-6 Twin Otter 300;9N-ABP;654;25;22;3;25;22;3;0;The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.;Bajhang 
4290;2000-08-02;0845;Cubatao, Brazil;Air taxi - Lider Air Taxi;flight no Definida;Cubatao - Navegantes;Sikorsky S-76;PT-HRD;cn_ln no Definida;6;5;1;6;5;1;0;The helicopter exploded and crashed from a height of 1,000 ft.;Cubatao 
4292;2000-08-09;0800;Burlington Township, New Jersey;Patuxent Airways / Private;flight no Definida;Lakehurst, NY - Patuxent River, MD;Piper Navajo PA-31/ Piper Seminole PA-44;N27944 / N2225G;7952056/79951271;11;8;3;11;8;3;0;The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules.;Lakehurst, NY 
4299;2000-10-08;1520;Port Radium, Northwest Territories, Canada;Summit Air Charters;flight no Definida;Kuglluktuk - Yellowknife;Shorts SC.7 Skyvan 3-100;C-FSDZ;SH-1953;3;1;2;3;1;2;0;The chartered cargo plane hit tree tops and discintegrated while attempting to land. Although the pilot and the aircraft were certified for instrument flight, the pilot apparently continued to fly in accordance with visual flight rules after encountering marginal weather conditions and reduced visibility. For undetermined reasons, the pilot descended below the elevation of the terrain surrounding the airstrip, resulting in a controlled-flight-into-terrain accident.;Kuglluktuk 
4301;2000-10-16;1733;Hillsboro, Missouri;Private;flight no Definida;St. Louis - New Madrid;Cessna 335;N8354N;335-0064;3;2;1;3;2;1;0;The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane.;St. Louis 
4305;2000-10-31;1127;Near Monaquimbundo, Angola;Aca-Ancargo;flight no Definida;Saurimo - Luanda;Antonov AN-26;D2-FDI;27312009;44;39;5;44;39;5;0;The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.;Saurimo 
4307;2000-11-09;0123;Fort Wayne, Indiana;Superior Aviation;flight no Definida;Fort Wayne, IN - Milwaukee, WI;Swearingen SA.226TC Metro II;N731AC;TC-255;1;0;1;1;0;1;0;During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.;Fort Wayne, IN 
4310;2000-12-11;1445;Near Sumacal, Beni, BO;Servicio Aereo Manchupo;flight no Definida;Cashaschanes - Sumacal;Cessna 206;CP-1721;cn_ln no Definida;6;5;1;6;5;1;0;Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.;Cashaschanes 
4312;2001-01-08;?;Near Silimo, Indonesia;Military - Tentara Nasional Indonesia Navy;flight no Definida;Timika - Jayapura;CASA 212-MP Aviocar 200;U-614;223/63N;9;0;9;9;0;9;0;Struck Timika Peak at 11,800 ft. shortly after taking off. Controlled flight into terrain.;Timika 
4314;2001-01-25;1815;Ciudad Bolivar, Venezuela;Rutaca Airlines;224;Canaina - Ciudad Bolivar - Por La Mar;Douglas DC-3C (C47A-DL);YV-224C;19055;24;20;4;24;20;4;0;The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.;Canaina 
4315;2001-01-27;1737;Byers, Colorado;North Bay Charter;flight no Definida;Broomfield, CO - Stillwater, OK;Beech King Air 200 Catpass;N81PF;BB-158;10;8;2;10;8;2;0;"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation.Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.";Broomfield, CO 
4317;2001-02-08;1540;Nurnberg, Germany;E.A.S. Aeroservizi;flight no Definida;Nurnberg - Rome, Italy;Learjet 35A;I-MOCO;35-445;3;1;2;3;1;2;0;The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.;Nurnberg 
4321;2001-03-03;0955;Unadilla, Georgia;Military - Florida Army National Guard;flight no Definida;Fort Walton Beach, Fl - Oceana Naval Air Station, VA;Short 360;93-1336;3684/3420;21;18;3;21;18;3;0;The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.;Fort Walton Beach, Fl 
4324;2001-03-24;16:30;Gustavia, St. Barthélémy, French West Indies;Air Caraibes;1501;St. Maarten - St. Barthélémy;de Havilland Canada DHC-6 Twin Otter;F-OGES;254;19;17;2;19;17;2;1;The aircraft took off from Prinses Juliana Airport at St. Maarten for a 15 minute flight to St. Jean Airport at St. Barthélémy. While attempting to land at St. Barthélémy the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. Weather was good at the time of the accident.;St. Maarten 
4327;2001-04-04;?;Adar Yeil, Sudan;Military - Sudan Air Force;flight no Definida;Adar Yeil - Khartoum;Antonov AN-24;Placa de Avion no Definida;cn_ln no Definida;30;0;0;14;0;0;0;The aircraft crashed on takeoff during a sandstorm, killing Sudan's deputy defense minister and 13 high-ranking military officers.;Adar Yeil 
4328;2001-04-07;1530;Thanh Tranh Village, Vietnam;SFC Vietnam - Charter - Full Account;flight no Definida;Vinh - Dong Hoi - Hue;Mil Mi-18 Helicopter;VN-8415;96168;16;13;3;16;13;3;0;The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.;Vinh 
4329;2001-04-28;0515;Near Roque Perez, Argentina;Private - Techint  group;flight no Definida;San Fernando - El Calafate;Cessna  208B Grand Caravan;LV-WSC;208B-0580;10;8;2;10;8;2;0;The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.;San Fernando 
4330;2001-05-16;1315;Malatya, Turkey;Military - Turkish Air Force;flight no Definida;Diyarbakir - Ankara;CASA CN-235M-10;Placa de Avion no Definida;C-006;34;28;6;34;28;6;0;The aircraft went into a steep dive from 17,000 feet and crashed into a field. Hydraulic failure caused by ice.;Diyarbakir 
4333;2001-05-22;1635;Near Myakotino, Russia;Military - Russian Air Force;flight no Definida;Rzhevsk - Morsansk;Antonov 12MGA;RA-12135;00347002;7;0;7;7;0;7;0;Crashed while en route.;Rzhevsk 
4334;2001-06-15;1430;Jayapura, Indonesia;Manunggal Air;flight no Definida;Jayapura - Wamena;Transall C-160NG;PK-VTP;233;19;16;3;1;1;0;0;The aircraft returned to Sentani Airport after experiencing engine trouble, skidded off the runway and struck a fence.;Jayapura 
4336;2001-07-05;1140;Off Chinhae, South Korea;Private  - Daewoo Shipbuilding;flight no Definida;Jinhae - Ockpo;Sikorsky S-76B helicopter;HL9240;760341;12;9;3;8;7;1;0;After several delays in taking off, the helicopter crashed into the sea, just off shore, after striking a electric transmission tower. The accident took place in heavy monsoon rains, poor visibility and high winds. The pilot stated he lost control of the helicopter when it was hit by a sudden gust of wind.;Jinhae 
4337;2001-07-12;1205;Near Puerto Cabello, Venezuela;Private - Overtec Company;flight no Definida;Puerto Cabello - Caracas;Antonov AN-28 PZL-Mielec M-28 Sky Truck;YV-117CP;AJE 001-10;13;10;3;13;10;3;0;The aircraft crashed and burned moments after taking off from General Bartholomew Salóm Airport during a National Guard demonstration. The right engine appeared to have failed at a critical stage in the takeoff. There were 8 civilians and 5 military personnel board.;Puerto Cabello 
4339;2001-08-05;0443;Reykjavík, Iceland;Naske Air;flight no Definida;Reykjavík, Iceland - Narsarsua, Greenland;Dassault Falcon 20C;D-CBNA;63;3;1;2;3;1;2;0;The cargo plane crashed into a hill and broke up. Crew did not follow standard operating procedures. Crew fatigue.;Reykjavík, Iceland 
4340;2001-08-10;14:35;Near Meadview, Arizona;Papillon Grand Canyon Helicopters of Las Vegas;flight no Definida;Grand Canyon NP - Las Vegas;Aerospatiale AS350 Eurocopter  helicoper;N169PA;2477;7;6;1;6;5;1;0;The sightseeing helicopter crashed and burned about 3,700 feet up the 5,600-foot Grand Wash Cliffs just outside the boundaries of Grand Canyon National Park. The aircraft was returning to McCarran International Airport where it had originated. Besides the pilot, all victims, including the one survivor, were members of the same family. The pilot's decision to maneuver the helicopter in a flight regime and in a high density altitude environment which significantly decreased the helicopter's performance capabilities, resulting in a high rate of descent from which recovery was not possible. Factors contributing to the accident were high density altitude and the pilot's decision to maneuver the helicopter in proximity to precipitous terrain, which effectively limited remedial options available.;Grand Canyon NP 
4341;2001-08-23;?;Mugogo, Democratic Republic Congo;Victoria Airlines;flight no Definida;Kama - Kapmene;Antonov 28;3C-LLA;1AJ005-22;11;9;2;4;2;2;0;After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.;Kama 
4342;2001-08-24;0542;Ithaca, New York;Ameristar Jet Charter;flight no Definida;Ithaca, NY - Jackson, MI;Learjet 25;N153TW;25-053;2;0;2;2;0;2;0;Shortly after taking off the cargo plane crashed into a wooded area about one-half mile from the runway. The pilot's failure to maintain a proper climb rate while taking off at night, which was a result of spatial disorientation. Factors in the accident were the low visibility and cloud conditions, and the dark night.;Ithaca, NY 
4344;2001-08-29;10:15;Near Malaga, Spain;Binter Mediterráneo;8261;Melilla - Málaga;CASA  CN-235-200;EC-FBC;C033;47;44;3;4;3;1;0;The aircraft crash-landed on a highway near Ruiz Picasso Airport in Málaga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.;Melilla 
